airbnb_neighbourhood_group,airbnb_neighbourhood,airbnb_lat,airbnb_long
Manhattan,Hell's Kitchen,40.76246,-73.99111
Brooklyn,Bushwick,40.69833,-73.93085
Brooklyn,Williamsburg,40.71634,-73.95863
Brooklyn,Flatbush,40.64148,-73.95543
Manhattan,Theater District,40.76329,-73.98287
Manhattan,Upper East Side,40.76916,-73.95725
Brooklyn,Williamsburg,40.71112,-73.95748
Staten Island,New Brighton,40.639664,-74.088959
Brooklyn,Windsor Terrace,40.64984,-73.97989
Brooklyn,Fort Greene,40.69194,-73.97272
Brooklyn,Williamsburg,40.71024,-73.96355
Brooklyn,Prospect-Lefferts Gardens,40.65643,-73.95362
Queens,Jackson Heights,40.74956,-73.87231
Brooklyn,Brownsville,40.66751,-73.92292
Brooklyn,Flatbush,40.64724,-73.96196
Brooklyn,Bedford-Stuyvesant,40.67843,-73.93847
Manhattan,Harlem,40.8247,-73.94674
Queens,Flushing,40.75504,-73.805
Manhattan,Midtown,40.74649,-73.98852
Manhattan,Lower East Side,40.72232,-73.99129
Manhattan,Harlem,40.81575,-73.9538
Queens,East Elmhurst,40.76298,-73.86181
Manhattan,Lower East Side,40.71933,-73.98277
Brooklyn,Bay Ridge,40.63495,-74.02478
Brooklyn,Bedford-Stuyvesant,40.69212,-73.96066
Manhattan,Nolita,40.72287,-73.99342
Brooklyn,Williamsburg,40.70798,-73.94013
Brooklyn,Bushwick,40.6837,-73.90801
Manhattan,Nolita,40.72273,-73.99341
Brooklyn,East New York,40.67357,-73.88067
Manhattan,Lower East Side,40.71974,-73.98922
Queens,Maspeth,40.7373,-73.89628
Queens,Ditmars Steinway,40.76862,-73.89661
Manhattan,Chelsea,40.7494,-73.99668
Brooklyn,Bedford-Stuyvesant,40.67751,-73.91961
Manhattan,Midtown,40.76193,-73.97553
Manhattan,Midtown,40.76365,-73.9757
Brooklyn,Greenpoint,40.73011,-73.95697
Queens,Elmhurst,40.74615,-73.88707
Manhattan,Harlem,40.80941,-73.94237
Manhattan,Hell's Kitchen,40.75998,-73.99204
Queens,Flushing,40.7566,-73.8049
Brooklyn,East Flatbush,40.64787,-73.95127
Manhattan,Harlem,40.80427207,-73.95802257
Queens,Flushing,40.75442,-73.80368
Bronx,Allerton,40.86522,-73.86757
Brooklyn,Williamsburg,40.71108,-73.95597
Brooklyn,Williamsburg,40.71335,-73.9523
Brooklyn,Brownsville,40.67605,-73.90617
Brooklyn,Midwood,40.61273,-73.95563
Queens,Sunnyside,40.73908,-73.9206
Queens,Flushing,40.7449,-73.82823
Bronx,Wakefield,40.90168,-73.85042
Manhattan,SoHo,40.72463,-74.0032
Queens,East Elmhurst,40.76458,-73.87808
Manhattan,Midtown,40.74798,-73.98851
Manhattan,East Harlem,40.79531,-73.9474
Brooklyn,Sheepshead Bay,40.59995,-73.94402
Brooklyn,Bedford-Stuyvesant,40.67680555,-73.90922658
Staten Island,Arrochar,40.59256,-74.06463
Bronx,Wakefield,40.90339,-73.85035
Queens,Bayswater,40.61092,-73.76805
Staten Island,St. George,40.63704,-74.08617
Brooklyn,Bedford-Stuyvesant,40.67838,-73.91213
Brooklyn,Williamsburg,40.70572,-73.93323
Queens,Jamaica,40.66896,-73.7752
Brooklyn,Bedford-Stuyvesant,40.689915,-73.949142
Manhattan,Upper East Side,40.78153,-73.94729
Brooklyn,Greenpoint,40.72626263,-73.94858346
Manhattan,East Village,40.72508,-73.98143
Manhattan,Financial District,40.70808,-74.00661
Queens,Rego Park,40.73203375,-73.85839055
Brooklyn,Bushwick,40.68833,-73.91657
Queens,South Ozone Park,40.66461,-73.81523
Queens,Astoria,40.763,-73.91862
Queens,Douglaston,40.75728,-73.73136
Brooklyn,East Flatbush,40.65938,-73.92469
Brooklyn,Bedford-Stuyvesant,40.6996,-73.94298
Queens,East Elmhurst,40.759,-73.88744
Queens,Ozone Park,40.68488653,-73.8419374
Queens,Maspeth,40.73779777,-73.89780553
Queens,Astoria,40.76676299,-73.92212543
Brooklyn,Crown Heights,40.67757919,-73.9427604
Brooklyn,East Flatbush,40.65091,-73.94173
Queens,Long Island City,40.76006809,-73.92712205
Bronx,Olinville,40.87695,-73.86738
Brooklyn,Williamsburg,40.70659954,-73.94808501
Brooklyn,Park Slope,40.66836,-73.98166
Queens,Astoria,40.77322,-73.92997
Queens,Ditmars Steinway,40.7712,-73.91705
Brooklyn,East New York,40.66836,-73.89257
Manhattan,East Harlem,40.80712,-73.93898
Queens,East Elmhurst,40.75727,-73.89305
Brooklyn,Bedford-Stuyvesant,40.67886,-73.94063
Bronx,Concourse,40.81965,-73.92911
Brooklyn,Greenpoint,40.7291,-73.94463
Brooklyn,Flatlands,40.62257,-73.94013
Brooklyn,Bedford-Stuyvesant,40.67978,-73.91675
Brooklyn,Flatbush,40.63137,-73.96621
Brooklyn,Sheepshead Bay,40.5954,-73.95973
Brooklyn,Borough Park,40.62165,-73.98932
Staten Island,Tompkinsville,40.63242,-74.09328
Manhattan,Hell's Kitchen,40.7601,-73.99322
Manhattan,Harlem,40.80887,-73.94854
Manhattan,Harlem,40.80728,-73.95455
Manhattan,Harlem,40.82014,-73.94536
Queens,Flushing,40.7569,-73.81338
Queens,Flushing,40.72821,-73.8011
Brooklyn,Boerum Hill,40.68627,-73.98923
Brooklyn,Bedford-Stuyvesant,40.68745,-73.9417
Brooklyn,Williamsburg,40.7135,-73.96383
Manhattan,East Harlem,40.80111,-73.94488
Manhattan,Washington Heights,40.84537,-73.93744
Manhattan,East Harlem,40.79841,-73.93463
Brooklyn,Crown Heights,40.67211,-73.91404
Manhattan,Kips Bay,40.74174,-73.97805
Brooklyn,Crown Heights,40.67829,-73.94821
Manhattan,Hell's Kitchen,40.76082,-73.9947
Brooklyn,Bedford-Stuyvesant,40.67916,-73.92321
Manhattan,East Harlem,40.80131,-73.94584
Manhattan,Kips Bay,40.74202,-73.98036
Queens,Woodhaven,40.69331,-73.86625
Queens,Elmhurst,40.74287,-73.87127
Queens,Maspeth,40.72628,-73.89506
Manhattan,Theater District,40.75713,-73.98451
Brooklyn,Bedford-Stuyvesant,40.68482,-73.93029
Manhattan,Upper West Side,40.79925,-73.96962
Queens,St. Albans,40.7009,-73.75192
Manhattan,Hell's Kitchen,40.76582,-73.99056
Brooklyn,Bedford-Stuyvesant,40.69269,-73.92921
Manhattan,West Village,40.73239,-74.00257
Brooklyn,Brooklyn Heights,40.69223,-73.9926
Queens,Astoria,40.76701,-73.92632
Brooklyn,Crown Heights,40.67742,-73.9468
Manhattan,Harlem,40.82208,-73.93799
Manhattan,Midtown,40.7473,-73.98922
Brooklyn,Williamsburg,40.7117,-73.94262
Queens,Long Island City,40.7349,-73.92227
Queens,Jackson Heights,40.75102,-73.87662
Manhattan,Midtown,40.74846,-73.98808
Manhattan,Midtown,40.74769,-73.98788
Manhattan,Midtown,40.74615,-73.98715
Manhattan,Upper West Side,40.78512,-73.97536
Bronx,Baychester,40.87452,-73.84338
Queens,Middle Village,40.71005,-73.89405
Manhattan,East Harlem,40.80033,-73.94575
Manhattan,Harlem,40.81772,-73.94008
Manhattan,Financial District,40.70801,-74.00381
Manhattan,Hell's Kitchen,40.76459,-73.99433
Brooklyn,Bedford-Stuyvesant,40.67896,-73.91882
Manhattan,Upper West Side,40.7991,-73.96875
Staten Island,St. George,40.63741,-74.08474
Brooklyn,Bedford-Stuyvesant,40.68621,-73.93432
Queens,Ridgewood,40.71254,-73.91882
Brooklyn,Crown Heights,40.66754,-73.95732
Queens,Ridgewood,40.70571,-73.91357
Manhattan,Upper West Side,40.78826,-73.96969
Brooklyn,Bedford-Stuyvesant,40.68725,-73.95225
Manhattan,Hell's Kitchen,40.76189,-73.99103
Queens,Jamaica,40.6691,-73.77171
Queens,Sunnyside,40.74153,-73.92666
Brooklyn,Bedford-Stuyvesant,40.68948,-73.95927
Brooklyn,Williamsburg,40.70845,-73.9474
Manhattan,Hell's Kitchen,40.76018,-73.99078
Queens,Queens Village,40.71449,-73.73122
Queens,Ditmars Steinway,40.77195,-73.91772
Brooklyn,Bay Ridge,40.63431,-74.02398
Brooklyn,East Flatbush,40.6502,-73.95194
Manhattan,Chelsea,40.7496,-73.99477
Manhattan,Upper West Side,40.79685,-73.9621
Queens,Ditmars Steinway,40.77661,-73.91903
Manhattan,Washington Heights,40.83641,-73.94312
Manhattan,Lower East Side,40.71977,-73.9887
Brooklyn,Cypress Hills,40.68118,-73.88033
Manhattan,Upper East Side,40.77195,-73.95582
Brooklyn,Canarsie,40.6433,-73.89146
Manhattan,Upper East Side,40.76294,-73.96794
Queens,Jackson Heights,40.74967,-73.87056
Brooklyn,Sunset Park,40.64564,-74.01864
Manhattan,Midtown,40.76344,-73.97523
Queens,Maspeth,40.73565,-73.89511
Bronx,Morris Heights,40.85287,-73.91624
Manhattan,East Harlem,40.80915,-73.93853
Manhattan,East Harlem,40.80827,-73.94002
Manhattan,Harlem,40.81228,-73.94432
Brooklyn,Williamsburg,40.71226,-73.95852
Manhattan,Harlem,40.8222,-73.95555
Queens,Long Island City,40.76001,-73.93168
Bronx,Port Morris,40.80625,-73.92289
Brooklyn,East Flatbush,40.6627,-73.92922
Manhattan,Chinatown,40.71748,-73.9959
Manhattan,Hell's Kitchen,40.75679,-73.99375
Brooklyn,Bedford-Stuyvesant,40.69074,-73.93549
Queens,Glendale,40.69443,-73.89573
Bronx,Claremont Village,40.83803,-73.90425
Brooklyn,Greenpoint,40.72178,-73.94374
Queens,Astoria,40.76613,-73.92422
Brooklyn,Bedford-Stuyvesant,40.67985,-73.94145
Queens,Astoria,40.75975,-73.9148
Manhattan,Financial District,40.71038,-74.00868
Manhattan,Chelsea,40.75058,-73.99634
Brooklyn,Midwood,40.61402,-73.95577
Queens,Queens Village,40.70805,-73.73145
Bronx,Van Nest,40.8468,-73.86538
Manhattan,Hell's Kitchen,40.75435,-73.99668
Manhattan,Washington Heights,40.84451,-73.93996
Manhattan,Midtown,40.74865,-73.9867
Brooklyn,East New York,40.67256,-73.86919
Brooklyn,East New York,40.65252,-73.88448
Bronx,Van Nest,40.845997,-73.865166
Manhattan,East Harlem,40.794735,-73.940865
Brooklyn,Columbia St,40.68888,-73.99935
Manhattan,Midtown,40.74817,-73.98881
Brooklyn,Bedford-Stuyvesant,40.69806,-73.94486
Brooklyn,Flatbush,40.6479,-73.95481
Brooklyn,East New York,40.67591235,-73.88748265
Brooklyn,Bedford-Stuyvesant,40.69359,-73.93402
Queens,East Elmhurst,40.76067735,-73.87499904
Brooklyn,Bedford-Stuyvesant,40.67842606,-73.91579674
Brooklyn,East Flatbush,40.65061668,-73.94052178
Queens,Flushing,40.75675404,-73.81868274
Manhattan,Kips Bay,40.74489504,-73.97697884
Queens,Woodside,40.7522381,-73.9010727
Brooklyn,Williamsburg,40.71297391,-73.94773542
Manhattan,East Harlem,40.79934,-73.94236
Manhattan,Nolita,40.72036,-73.99435
Brooklyn,Greenpoint,40.71872,-73.95277
Brooklyn,Fort Greene,40.68687,-73.97074
Manhattan,Harlem,40.81272631,-73.95090678
Manhattan,Harlem,40.80973,-73.94374
Brooklyn,Williamsburg,40.70675,-73.95593
Manhattan,Gramercy,40.7371,-73.9802
Manhattan,Upper West Side,40.77413,-73.97993
Manhattan,Harlem,40.82347,-73.94651
Brooklyn,Williamsburg,40.70709,-73.94949
Queens,Ridgewood,40.70849,-73.90261
Brooklyn,Williamsburg,40.71182,-73.96256
Brooklyn,Bedford-Stuyvesant,40.68479,-73.94822
Queens,Bayside,40.76603,-73.77133
Brooklyn,Bedford-Stuyvesant,40.68623,-73.94041
Brooklyn,Fort Greene,40.68932,-73.97273
Brooklyn,Flatbush,40.642292,-73.952827
Manhattan,Hell's Kitchen,40.76401,-73.99649
Staten Island,Stapleton,40.62534,-74.07705
Manhattan,East Village,40.72356,-73.98753
Brooklyn,Prospect-Lefferts Gardens,40.66127,-73.95371
Brooklyn,Canarsie,40.637,-73.90969
Manhattan,Kips Bay,40.73919,-73.98302
Manhattan,SoHo,40.72805,-74.00266
Brooklyn,Bedford-Stuyvesant,40.69386,-73.94283
Brooklyn,Bedford-Stuyvesant,40.69411,-73.94524
Brooklyn,Gowanus,40.67033,-73.9892
Manhattan,SoHo,40.72651,-74.00317
Manhattan,East Harlem,40.80867,-73.93974
Brooklyn,Park Slope,40.67551,-73.97542
Brooklyn,DUMBO,40.70355,-73.98492
Manhattan,Upper West Side,40.79527,-73.9705
Brooklyn,Williamsburg,40.71657,-73.95549
Manhattan,Washington Heights,40.8457,-73.93601
Brooklyn,Greenpoint,40.73343,-73.95214
Manhattan,East Village,40.72606,-73.98563
Manhattan,SoHo,40.72488,-74.00035
Brooklyn,Clinton Hill,40.68692,-73.96185
Brooklyn,East Flatbush,40.65624,-73.91659
Queens,Queens Village,40.71911,-73.7526
Manhattan,Hell's Kitchen,40.75675,-73.9937
Brooklyn,Bedford-Stuyvesant,40.68922,-73.95238
Manhattan,Harlem,40.80459,-73.95685
Queens,Rockaway Beach,40.5861,-73.81523
Manhattan,Harlem,40.80082,-73.94738
Bronx,City Island,40.84791,-73.78833
Queens,Jamaica,40.67424,-73.7971
Queens,Rosedale,40.66281,-73.7294
Brooklyn,Bedford-Stuyvesant,40.68501,-73.93801
Brooklyn,Clinton Hill,40.68837,-73.96816
Queens,St. Albans,40.68909,-73.76596
Manhattan,Harlem,40.80689,-73.94827
Staten Island,Huguenot,40.54177,-74.17092
Manhattan,Washington Heights,40.84648,-73.93971
Brooklyn,Bedford-Stuyvesant,40.69002,-73.9342
Manhattan,Nolita,40.72358,-73.99524
Brooklyn,South Slope,40.66042,-73.98202
Brooklyn,Bedford-Stuyvesant,40.68974,-73.94013
Brooklyn,Gerritsen Beach,40.60645,-73.93215
Brooklyn,Williamsburg,40.71017,-73.96217
Queens,Jamaica,40.68077,-73.78823
Brooklyn,Bushwick,40.69659,-73.93186
Brooklyn,Canarsie,40.63487,-73.90489
Brooklyn,Williamsburg,40.70577,-73.9429
Manhattan,Chelsea,40.74531,-74.00832
Manhattan,Harlem,40.82011,-73.94295
Queens,Jackson Heights,40.75314,-73.87215
Manhattan,Upper West Side,40.79766,-73.97192
Manhattan,Chelsea,40.74064,-73.99945
Manhattan,SoHo,40.7235,-74.00473
Brooklyn,Bedford-Stuyvesant,40.68361,-73.91959
Queens,Ditmars Steinway,40.77433,-73.89513
Manhattan,Midtown,40.74715,-73.9846
Manhattan,Morningside Heights,40.8102,-73.95913
Brooklyn,Canarsie,40.64064,-73.89364
Queens,Jamaica,40.67744,-73.78965
Queens,East Elmhurst,40.76733,-73.86991
Brooklyn,Bedford-Stuyvesant,40.69598,-73.94185
Queens,College Point,40.77892,-73.84258
Queens,Ridgewood,40.70136,-73.90122
Queens,Astoria,40.77263,-73.9266
Brooklyn,Sunset Park,40.66558,-73.99533
Brooklyn,Cypress Hills,40.68675,-73.87078
Brooklyn,Cypress Hills,40.6867,-73.87192
Brooklyn,Williamsburg,40.71234,-73.96609
Manhattan,Hell's Kitchen,40.76007,-73.99137
Queens,Woodside,40.74294,-73.89477
Manhattan,Upper West Side,40.7966,-73.97452
Brooklyn,Sunset Park,40.64384,-74.01585
Manhattan,Harlem,40.80463,-73.94609
Brooklyn,Crown Heights,40.67777,-73.94727
Manhattan,Harlem,40.81752,-73.94521
Queens,Woodside,40.74804,-73.89966
Manhattan,Hell's Kitchen,40.76432,-73.99453
Manhattan,West Village,40.73809,-74.00904
Manhattan,Lower East Side,40.71905,-73.98678
Manhattan,Chelsea,40.74296,-74.0004
Queens,Corona,40.73623,-73.86243
Brooklyn,Bedford-Stuyvesant,40.69299,-73.9482
Queens,Springfield Gardens,40.66701,-73.77028
Bronx,Van Nest,40.84317,-73.86575
Manhattan,Hell's Kitchen,40.75643,-73.99784
Brooklyn,Bushwick,40.68315,-73.91083
Brooklyn,Williamsburg,40.71754,-73.94252
Brooklyn,Crown Heights,40.6709,-73.93026
Brooklyn,Bushwick,40.704033,-73.919151
Manhattan,Upper West Side,40.80268,-73.96451
Manhattan,Lower East Side,40.71786,-73.98914
Manhattan,Lower East Side,40.71805,-73.98906
Queens,Ditmars Steinway,40.77276,-73.91832
Queens,Bayside,40.76154,-73.77384
Brooklyn,East Flatbush,40.65726,-73.92475
Bronx,Parkchester,40.83789,-73.86863
Brooklyn,Bushwick,40.70344,-73.91326
Manhattan,Harlem,40.81629,-73.93722
Queens,Woodhaven,40.69124,-73.85937
Queens,Flushing,40.75619,-73.80487
Brooklyn,Williamsburg,40.70771,-73.95083
Queens,Bayside,40.76779,-73.77038
Manhattan,Harlem,40.82302,-73.94079
Manhattan,Hell's Kitchen,40.75985,-73.9908
Brooklyn,Brownsville,40.65833,-73.91106
Manhattan,Harlem,40.82547,-73.95212
Manhattan,Chelsea,40.73971,-73.99401
Queens,Richmond Hill,40.6842,-73.82864
Brooklyn,Crown Heights,40.67513,-73.95936
Brooklyn,Crown Heights,40.67796,-73.94732
Manhattan,Hell's Kitchen,40.75966,-73.99085
Brooklyn,Williamsburg,40.70784,-73.94252
Brooklyn,Midwood,40.61252,-73.9553
Brooklyn,Bedford-Stuyvesant,40.68598,-73.95527
Brooklyn,Prospect-Lefferts Gardens,40.65715,-73.95645
Brooklyn,Greenpoint,40.72389,-73.94966
Brooklyn,Prospect Heights,40.67758,-73.96828
Brooklyn,Bushwick,40.70185,-73.93638
Manhattan,Inwood,40.86519,-73.91891
Manhattan,Washington Heights,40.84291,-73.94269
Brooklyn,Prospect-Lefferts Gardens,40.65693,-73.95666
Brooklyn,Greenpoint,40.72871,-73.95776
Manhattan,Harlem,40.80713,-73.94642
Brooklyn,Bedford-Stuyvesant,40.68552,-73.91752
Brooklyn,Bedford-Stuyvesant,40.698444,-73.944077
Brooklyn,Prospect-Lefferts Gardens,40.65682,-73.95371
Bronx,Wakefield,40.889088,-73.858711
Brooklyn,Crown Heights,40.67250751,-73.91549201
Queens,St. Albans,40.70406,-73.76931
Brooklyn,Windsor Terrace,40.66053,-73.98246
Brooklyn,Fort Greene,40.68675,-73.97839
Brooklyn,Crown Heights,40.66776,-73.9588
Manhattan,East Village,40.72181,-73.98418
Brooklyn,Williamsburg,40.70903,-73.95339
Brooklyn,Prospect-Lefferts Gardens,40.65613,-73.96073
Manhattan,Midtown,40.76048,-73.96753
Brooklyn,Fort Greene,40.6869,-73.97713
Brooklyn,Bedford-Stuyvesant,40.68269,-73.94207
Manhattan,Harlem,40.79966,-73.95511
Brooklyn,Bushwick,40.6877,-73.90829
Brooklyn,Sunset Park,40.6492,-74.00285
Brooklyn,Bedford-Stuyvesant,40.68479,-73.93853
Bronx,Throgs Neck,40.83013,-73.81743
Manhattan,Hell's Kitchen,40.76474,-73.9927
Bronx,Unionport,40.82763,-73.85174
Queens,Long Island City,40.75776,-73.93115
Manhattan,East Harlem,40.80327,-73.9351
Queens,Ditmars Steinway,40.77427,-73.91599
Queens,Elmhurst,40.74284,-73.88073
Manhattan,Harlem,40.79854,-73.95468
Brooklyn,Crown Heights,40.67381,-73.93207
Queens,Springfield Gardens,40.66818,-73.76404
Brooklyn,Park Slope,40.67413,-73.97955
Brooklyn,Bedford-Stuyvesant,40.68943,-73.93296
Staten Island,Stapleton,40.63031,-74.08091
Queens,Ozone Park,40.67589,-73.85781
Manhattan,Harlem,40.80681,-73.95145
Brooklyn,Williamsburg,40.71587,-73.96
Brooklyn,Prospect Heights,40.67296,-73.96288
Brooklyn,Bedford-Stuyvesant,40.69068,-73.94357
Brooklyn,Dyker Heights,40.62414,-74.01589
Brooklyn,East Flatbush,40.65485,-73.91699
Brooklyn,Bedford-Stuyvesant,40.68114,-73.95059
Brooklyn,Crown Heights,40.67077,-73.9406
Queens,Astoria,40.76317,-73.90721
Manhattan,Tribeca,40.71705,-74.00511
Brooklyn,Bedford-Stuyvesant,40.68369,-73.92071
Brooklyn,Crown Heights,40.6772,-73.9302
Queens,Astoria,40.76486,-73.90764
Brooklyn,Prospect Heights,40.67701,-73.97118
Manhattan,Midtown,40.74642,-73.98746
Brooklyn,Crown Heights,40.67483,-73.95463
Brooklyn,Greenpoint,40.72733,-73.94706
Queens,Jamaica,40.67877,-73.78803
Manhattan,Upper West Side,40.79134,-73.97469
Brooklyn,East New York,40.67559,-73.89027
Manhattan,Harlem,40.81296,-73.94804
Manhattan,Harlem,40.82599,-73.94217
Queens,College Point,40.78694,-73.84824
Manhattan,Upper West Side,40.78538,-73.97534
Brooklyn,Park Slope,40.67325,-73.97884
Manhattan,Hell's Kitchen,40.7601,-73.98924
Brooklyn,Prospect-Lefferts Gardens,40.65758,-73.95432
Queens,Cambria Heights,40.697,-73.738
Manhattan,Hell's Kitchen,40.76355,-73.99201
Manhattan,Hell's Kitchen,40.76327,-73.98968
Brooklyn,Flatlands,40.63081,-73.93093
Brooklyn,Crown Heights,40.67186,-73.96245
Brooklyn,Brighton Beach,40.57629,-73.9612
Bronx,Riverdale,40.88654,-73.90791
Brooklyn,East Flatbush,40.66106,-73.92277
Manhattan,Hell's Kitchen,40.75687,-73.99378
Queens,Jackson Heights,40.7504,-73.88941
Queens,Ditmars Steinway,40.77652,-73.90729
Brooklyn,East New York,40.66958,-73.88896
Queens,East Elmhurst,40.7632,-73.86946
Brooklyn,Bushwick,40.68788,-73.90799
Brooklyn,Bedford-Stuyvesant,40.68,-73.90564
Manhattan,Little Italy,40.71707,-73.99821
Brooklyn,East New York,40.6596,-73.89379
Brooklyn,Williamsburg,40.71147,-73.96283
Brooklyn,Bedford-Stuyvesant,40.68602,-73.945
Queens,East Elmhurst,40.7634,-73.86871
Brooklyn,Williamsburg,40.71135,-73.94946
Brooklyn,East New York,40.66319,-73.86255
Brooklyn,East New York,40.67641,-73.8824
Queens,Jamaica,40.68052,-73.76537
Manhattan,Gramercy,40.73635,-73.98821
Brooklyn,Bedford-Stuyvesant,40.68068,-73.93623
Staten Island,Midland Beach,40.57303,-74.08528
Brooklyn,Bushwick,40.69112,-73.91356
Brooklyn,Williamsburg,40.71039,-73.94669
Manhattan,Greenwich Village,40.72779,-74.0005
Manhattan,East Village,40.7265,-73.97868
Queens,Woodside,40.75248,-73.90077
Brooklyn,Crown Heights,40.67937,-73.964
Manhattan,Midtown,40.74421,-73.98207
Brooklyn,Williamsburg,40.71194,-73.96293
Queens,East Elmhurst,40.76434,-73.88243
Queens,Sunnyside,40.74539,-73.91689
Brooklyn,Crown Heights,40.6757,-73.9266
Manhattan,East Harlem,40.78824,-73.94004
Brooklyn,Gowanus,40.68192,-73.98904
Brooklyn,Bedford-Stuyvesant,40.68208,-73.941
Brooklyn,Crown Heights,40.67619,-73.94616
Brooklyn,Bedford-Stuyvesant,40.67977,-73.94748
Brooklyn,Crown Heights,40.67294,-73.95203
Queens,Bellerose,40.73312,-73.73666
Brooklyn,Crown Heights,40.67602,-73.94471
Brooklyn,Flatbush,40.65186,-73.95721
Queens,St. Albans,40.68667,-73.76532
Manhattan,Financial District,40.70512,-74.00938
Brooklyn,Bedford-Stuyvesant,40.67832,-73.91148
Brooklyn,Gowanus,40.66655,-73.99415
Staten Island,St. George,40.64196,-74.08642
Queens,Ridgewood,40.70332,-73.90116
Brooklyn,Crown Heights,40.67153,-73.94392
Manhattan,Upper East Side,40.76164,-73.96633
Queens,Forest Hills,40.72383,-73.84601
Queens,Ridgewood,40.71115,-73.91696
Brooklyn,Crown Heights,40.67645,-73.91661
Manhattan,Hell's Kitchen,40.75507,-73.99497
Brooklyn,Downtown Brooklyn,40.69021,-73.98894
Brooklyn,Clinton Hill,40.68418,-73.96304
Manhattan,Midtown,40.74841,-73.98698
Queens,Forest Hills,40.70954,-73.85218
Manhattan,Hell's Kitchen,40.765121,-73.994194
Queens,Sunnyside,40.74132,-73.91903
Manhattan,Hell's Kitchen,40.7623,-73.99923
Queens,Arverne,40.59435,-73.79401
Queens,Ditmars Steinway,40.77209,-73.91655
Queens,Jackson Heights,40.74822,-73.88122
Brooklyn,Bedford-Stuyvesant,40.69043,-73.9368
Brooklyn,Sheepshead Bay,40.5984,-73.9544
Brooklyn,Bedford-Stuyvesant,40.68579,-73.93752
Brooklyn,Williamsburg,40.71334,-73.95915
Brooklyn,Greenpoint,40.72921,-73.95731
Queens,Flushing,40.75654,-73.80609
Queens,Maspeth,40.74004,-73.90511
Queens,Jamaica,40.70728,-73.80076
Brooklyn,Gravesend,40.5895,-73.96719
Manhattan,Hell's Kitchen,40.75946,-73.99068
Queens,Glendale,40.70149,-73.87643
Staten Island,Woodrow,40.53777,-74.20674
Brooklyn,Bushwick,40.69491,-73.92817
Brooklyn,Bushwick,40.69011,-73.90699
Bronx,Fordham,40.85923,-73.89362
Bronx,Westchester Square,40.84435,-73.8455
Manhattan,Washington Heights,40.85002,-73.93937
Brooklyn,Williamsburg,40.71059,-73.95927
Manhattan,Midtown,40.76187,-73.97755
Bronx,Morris Heights,40.84816,-73.91879
Brooklyn,Crown Heights,40.67726,-73.95135
Brooklyn,Crown Heights,40.67638,-73.92259
Queens,Jamaica,40.68436,-73.79553
Queens,Rego Park,40.72951,-73.87128
Queens,Maspeth,40.73371,-73.89318
Brooklyn,Bedford-Stuyvesant,40.68429,-73.93448
Manhattan,Harlem,40.80555,-73.95548
Brooklyn,Brighton Beach,40.58148,-73.9547
Brooklyn,Prospect-Lefferts Gardens,40.66049,-73.94138
Brooklyn,Sheepshead Bay,40.59224,-73.94961
Brooklyn,Mill Basin,40.60834,-73.91256
Queens,Flushing,40.75586,-73.8241
Brooklyn,Bedford-Stuyvesant,40.69424,-73.9442
Manhattan,Midtown,40.75104,-73.97145
